review,appName,platform,sentiment,cleaned_reviews,encoded_sentiment,review_length,category
وفر علينا تعب السوال في الشوارع وصار بإمكاننا معرفة العالم وشوارعها منه,Google Maps Transit & Food,ios,positive,وفر علينا تعب السوال في الشوارع وصار بامكانا معرفه العالم وشوارعها منه,1,70,Utilities
حلوه بس ما فيها الاين,Human: Fall Flat,android,positive,حلوه بس ما فيها الاين,1,21,Gaming
ح؍ َِ َِ!)''۽؍ َِ َِ!)''۽؍ َِ َِ!)''۽؍ َِ َِ!)''۽,Likee Let You Shine,android,positive,ح؍ ۽؍ ۽؍ ۽؍ ۽,1,29,Live Streaming
انا لاعبه سيئة جداا لا انصح أحد ينزله وكمان ممنوعه للاطفال هذه نصيحه لكن لا تحمله ابدا,DOP 2: Delete One Part,android,negative,انا لاعبه سيئه جدا لا انصح احد ينزله وكمان منوعه لاطفال هذه نصيحه لكن لا تحمله ابدا,0,83,Gaming
احلا لعبه في حياتي,My PlayHome : Play Home Doll House,android,positive,احلا لعبه في حياتي,1,18,Gaming
لعبه زباله كلها دفع دفع دفع,Rise of Kingdoms: Lost Crusade,android,negative,لعبه زباله كلها دفع دفع دفع,0,27,Gaming
احسن لعبه لعبتها في حياتي يا رجال,Roblox,android,positive,احسن لعبه لعبتها في حياتي يا رجال,1,33,Gaming
لم استطع الاستفادة,Sakani app,ios,negative,لم استطع الاستفاده,0,18,Government Services
جمييييييل جداًً جداًً,SayHi Chat Meet New People,ios,positive,جميل جدا جدا,1,12,Social Meeting
"تطبيق جميل وسهل
ورائع",mystc KSA,ios,positive,تطبيق جميل وسهل ورائع,1,21,Other
انا خلصت اللعبه كلها في ساعة واحدة فقط بجد اللعبة كانت حلوا 🤩🤩🤩🥰🥰🥰🥰🤗🤗🤗🤗🤗🤯🤯🤯🤯🤯🤯🤯‍‍‍‍‍‍‍,Girl Genius,android,positive,انا خلصت العبه كلها في ساعه واحده فقط بجد العبه كانت حلوا,1,63,Gaming
اللهم ارزق كل حاجه,Call of Duty®: Mobile,android,positive,الهم ارزق كل حاجه,1,17,Gaming
أصبح من السهل التعرف على أصدقاء جدد,Yalla Group Voice Chat Rooms,ios,positive,اصبح من السهل التعرف علي اصدقاء جد,1,34,Voice Chat
"والله التطبيق القديم احسن بألف مره
هذا تطبيق حتى مافيه تبليغ ملاحضات الشبكه أو ملاحضات على الشبكه وبختصار مايصلح",mystc KSA,ios,negative,واله التطبيق القديم احسن بالف مره هذا تطبيق حتي مافيه تبليغ ملاحضات الشبكه او ملاحضات علي الشبكه وبختصار مايصلح,0,111,Other
مستفزة و ترفع الضغط و تخليني اتوتر يعني انا اكون مركزة يجي واحد يضربني بلكرة طب انا اش ذنبي المهم ما انصح حد ينزلها خصوصا انها فيها دعيات كل ثواني دعايات ياخي مليت ما عم الحق العب 🥵,Tricky Track 3D,android,negative,مستفزه و ترفع الضغط و تخليني اتوتر يعني انا اكون مركزه يجي واحد يضربني بلكره طب انا اش ذنبي المهم ما انصح حد ينزلها خصوصا انها فيها دعيات كل ثواني دعايات ياخي مليت ما عم الحق العب,0,181,Gaming
لعبة استغلال المنافسة بين اللاعبين كل دقيقة تحديث ونصب جديد شحنت ٤٠ الف دولار فيها نصب بنصب وما بتوصل مكس بشي,انتقام السلاطين,android,negative,لعبه استغلال المنافسه بين الاعبين كل دقيقه تحديث ونصب جديد شحنت الف دولار فيها نصب بنصب وما بتوصل مكس بشي,0,108,Gaming
التحديث الجديد به خلل وهو أن أيقونة (إستمرار) لاتعمل.,Eatmarna,android,negative,التحديث الجديد به خل وهو ان ايقونه استمرار لاتعمل,0,52,Government Services
تطبيق رهيب جدا,HungerStation Food Groceries Delivery & More,android,positive,تطبيق رهيب جدا,1,14,Food Delivery
ليش حذفتم طلب تصريح تنقل من البرنامج,ASAFNY app,ios,negative,ليش حذفتم طلب تصريح تنقل من البرنامج,0,36,Government Services
مره حلو البرامج يستاهل يغازل في وانت,TopTop Online Mak ha,android,positive,مره حلو البرامج يستاهل يغازل في وانت,1,36,Live Streaming
"اللعبة لا تعمل ابدا منذو اليوم تحمل وتقف الى 83
في المئة لماذا يحدث ذالك",Top War: Battle Game,ios,negative,العبه لا تعمل ابدا منذو اليوم تحمل وتقف الي في المئه لماذا يحدث ذالك,0,71,Gaming
مش لم العبه الاول وبعدين ارد على السؤال انه حلوه ولا وحشه 🤣🤣🤣🤣,Gardenscapes,android,negative,مش لم العبه الاول وبعدين ارد علي السؤال انه حلوه ولا وحشه,0,59,Gaming
ليه توقف الشحن عن طريق الفاتورة انا كنت اشحن عن طريق فاتورة الجوال واحين يقلي غير متوفر,TopTop Online Mak ha,android,negative,ليه توقف الشحن عن طريق الفاتوره انا كنت اشحن عن طريق فاتوره الجوال واحين يقلي غير متوفر,0,87,Live Streaming
تطبيق رائع جدا بروعة من يقومون على تحسينه وتطويره ومرن وفيه اختصار كثير من الوقت ولا حاجة للذهاب إلى فروع وزارة الداخلية لإنهاء الإجراءات اللازمة للحصول على الخدمات التي يحتاجها المواطن والمقيم,Absher App,ios,positive,تطبيق رائع جدا بروعه من يقومون علي تحسينه وتطويره ومرن وفيه اختصار كثير من الوقت ولا حاجه لذهاب الي فروع وزاره الداخليه لانهاء الاجراءات الازمه لحصول علي الخدمات التي يحتاجها المواطن والمقيم,1,190,Government Services
تاخر الطلب لو اني طالبه من القصيم وصل,HungerStation,ios,negative,تاخر الطلب لو اني طالبه من القصيم وصل,0,37,Food Delivery
اللعبه مرهه تجنننن تستحق أكثر من مليون نجمه🤞,Phone Case DIY,android,positive,العبه مره تجن تستحق اكثر من مليون نجمه,1,39,Gaming
من اجمل واروع البرامج اللي نحبها,PicsArt Photo & Video Editor,ios,positive,من اجمل واروع البرامج الي نحبها,1,31,Photo & Video
برنامج كتير حلو 1044552تشرفنا زيارتكم,StarChat Group Voice Chat Room,android,positive,برنامج كتير حلو تشرفنا زيارتكم,1,35,Voice Chat
حرام عليكم كل ماأدخل على التطبيق يحولنى على تحديث ولا يفتح التطبيق إلا بعد عمل تحديث ممكن يتكرر هذا أكثر من مرة في اليوم.. هذا شئ مقزز جدا... لولا أن هذا التطبيق مرتبط بالحرم.. ما إستعملناه...مازال العطب مستمر حسبنا الله ونعم الوكيل,Eatmarna,android,negative,حرام عليكم كل مادخل علي التطبيق يحولني علي تحديث ولا يفتح التطبيق الا بعد عمل تحديث مكن يتكر هذا اكثر من مره في اليوم هذا شئ مقز جدا لولا ان هذا التطبيق مرتبط بالحرم ما استعملناهمازال العطب مستمر حسبنا اله ونعم الوكيل,0,221,Government Services
اللعبه أصبحت كل تفكيرها في المال وكدا ناس كثير هتعتزل اللعبه والحيتان ايضا يعانون من التحديث الأخير ارجو التعديل وهاذا لصالح اللعبه كي تكون لعبه ممتازة وشكرا,Rise of Kingdoms: Lost Crusade,android,negative,العبه اصبحت كل تفكيرها في المال وكدا ناس كثير هتعتزل العبه والحيتان ايضا يعانون من التحديث الاخير ارجو التعديل وهاذا لصالح العبه كي تكون لعبه متازه وشكرا,0,153,Gaming
العبة رائعة 🤩🤩🤩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩,Smash Colors 3D Free Beat Color Rhythm Ball Game,android,positive,العبه رائعه,1,31,Gaming
مافي عدل هذا البرنامج الهدايا لأشخاص معينين,Ahlan Free Group Voice Chat & ClubHouse,android,negative,مافي عدل هذا البرنامج الهدايا لاشخاص معينين,0,43,Voice Chat
اسوء تطبيق للتوصيل على الاطلاق ، اذا حبيت يومك يكون سيء ومزاجك يتعكر وتنتظر بلا فائدة وفي نفس الوقت يخصم مبلغ من حسابك او بطاقتك الائتمانيه مع ردود فعل غير مهتمه واسلوب مستفز وسيء في التعامل ، جرب فقط استخدام هذا التطبيق,HungerStation,ios,negative,اسوء تطبيق لتوصيل علي الاطلاق ، اذا حبيت يومك يكون سيء ومزاجك يتعكر وتنتظر بلا فائده وفي نفس الوقت يخصم مبلغ من حسابك او بطاقتك الائتمانيه مع ردود فعل غير مهتمه واسلوب مستفز وسيء في التعامل ، جرب فقط استخدام هذا التطبيق,0,219,Food Delivery
